term_id,canonical_term,category,subcategory,definition,mechanical_role,typical_value_unit,design_notes,scope,added,search_tags
WG-1224,Touch Spell,Special effect families,Magic targeting,Spell requiring direct contact with its target rather than ranged targeting.,Designer use: Makes positioning and adjacency part of spell delivery.,,Imported from research batch during v21 relational rebuild.,System-specific label,v18,touch spell
WG-1225,Area-Effect Spell,Special effect families,Magic targeting,Spell whose effect applies across an area or to multiple eligible figures rather than one target.,Designer use: Applies one magical effect to a zone or group.,,Imported from research batch during v21 relational rebuild.,System-specific label,v18,area-effect spell
WG-1226,Casting Roll,Resolution & tests,Magic test,Test made to determine whether a spell is successfully cast and often how strongly it resolves.,Designer use: Resolves spell success and may set a resistance threshold.,,Imported from research batch during v21 relational rebuild.,System-specific label,v18,casting roll
WG-1227,Will Roll,Resolution & tests,Resistance test,"Test using a will or mental-resistance characteristic to resist control, fear or magical effects.",Designer use: Provides active resistance against mental or magical influence.,,Imported from research batch during v21 relational rebuild.,System-specific label,v18,will roll
WG-1228,Active Spell,Special effect families,Persistent effect,"Previously cast spell whose effect remains in force until cancelled, expired or otherwise removed.",Designer use: Tracks persistent magical state.,,Imported from research batch during v21 relational rebuild.,System-specific label,v18,active spell
WG-1229,Spell Cancellation,Special effect families,Effect removal,"Ending an ongoing spell through its own condition, a counter-effect or voluntary cancellation.",Designer use: Removes persistent magical state without necessarily undoing past consequences.,,Imported from research batch during v21 relational rebuild.,System-specific label,v18,spell cancellation
WG-1230,Temporary Warband Member,Deployment & army building,Temporary control,Figure that joins a force for a limited battle or duration rather than becoming a permanent roster member.,Designer use: Adds temporary manpower without permanent recruitment.,,Imported from research batch during v21 relational rebuild.,System-specific label,v18,temporary warband member
WG-1231,Uncontrolled Creature,Turn structure,Autonomous actor,Creature not controlled by either player's normal activation authority and resolved by its own behaviour rules.,Designer use: Creates autonomous battlefield behaviour.,,Imported from research batch during v21 relational rebuild.,System-specific label,v18,uncontrolled creature
WG-1232,Mine Sweeper,Terrain & battlefield,Obstacle clearance,"Unit, model or system equipped to remove or neutralise minefield markers.",Designer use: Provides specialist capability against mine obstacles.,,Imported from research batch during v21 relational rebuild.,System-specific label,v18,mine sweeper
WG-1233,Mine Clearance,Terrain & battlefield,Obstacle clearance,Action or procedure used to remove a minefield from the play area.,Designer use: Reduces or removes a persistent hazardous obstacle.,,Imported from research batch during v21 relational rebuild.,System-specific label,v18,mine clearance
WG-1234,Participating Model,Rules language,Action participation,Model within a unit that is specifically counted as contributing to a shared action.,"Designer use: Defines which models add dice, mass or other values to a collective resolution.",,Imported from research batch during v21 relational rebuild.,System-specific label,v18,participating model
WG-1235,Initial Target,Targeting & visibility,Target hierarchy,First model selected as the principal target of an attack before secondary targets or area effects are resolved.,"Designer use: Anchors targeting, visibility and secondary-effect geometry.",,Imported from research batch during v21 relational rebuild.,System-specific label,v18,initial target
WG-1236,Positional Trait,Measurement & spatial,Spatial state,"Trait describing the model's current positional domain, such as surface, airborne or submerged.",Designer use: Controls interaction eligibility between different spatial layers.,,Imported from research batch during v21 relational rebuild.,System-specific label,v18,positional trait
WG-1237,Repair Facilities,Damage & morale,Damage control,Support system that improves repair attempts made by nearby eligible models.,Designer use: Provides local assistance to damage-control resolution.,,Imported from research batch during v21 relational rebuild.,System-specific label,v18,repair facilities
WG-1238,Priority Signals,Command & control,Command override,Limited command-system effect that improves the strength or priority of another command effect.,Designer use: Raises the chance or resistance threshold of a command intervention.,,Imported from research batch during v21 relational rebuild.,System-specific label,v18,priority signals
